# time  Re(R=10)  Im(R=10)  Re(R=14)  Im(R=14)  Re(R=18)  Im(R=18)
0.0000000000000000e+00  5.0720805662053774e-03  -3.6532577337192277e-16  1.4131009833497059e-03  8.0387443483487660e-17  5.3781975157539137e-04  -6.5976862025682897e-17
5.0000000000000000e-01  4.8598860519772826e-03  -1.2847718063421903e-14  1.3686326490635124e-03  -9.1644668252115900e-15  5.2544682689353948e-04  -1.3361459022480897e-15
1.0000000000000000e+00  4.6191908030693276e-03  -1.6974999844524513e-15  1.3184967562057802e-03  -1.1468651312633627e-14  5.1132848663002308e-04  1.1242194395626701e-14
1.5000000000000000e+00  4.3471303242682384e-03  3.0891934231254032e-14  1.2621094959989463e-03  3.9605691683599642e-15  4.9611317683666614e-04  9.3755527726366739e-16
2.0000000000000000e+00  4.0401359699950273e-03  -1.7130151878633431e-14  1.1990603585466889e-03  -1.4451225016907225e-14  4.7912192060343945e-04  -1.3203719870164018e-14
2.4999999999999898e+00  3.6937281019898600e-03  -1.3199088960716005e-14  1.1276016529604914e-03  -3.2439074162963177e-15  4.6016868449490325e-04  -3.9060411113605583e-15
2.9999999999999800e+00  3.3032293778786186e-03  -1.2868484068740577e-14  1.0473036107616048e-03  -1.9389437415996395e-14  4.3909185226616152e-04  6.6664249611022831e-15
3.4999999999999698e+00  2.8649101370210113e-03  -5.2602738040843201e-15  9.5642207226630856e-04  3.6784122299725162e-15  4.1560530539903857e-04  1.8909953455446377e-15
3.9999999999999600e+00  2.3738749246661854e-03  2.4848366225295639e-14  8.5425116047417224e-04  -3.3741315950223413e-15  3.8916896031032623e-04  2.0417020633960919e-14
4.4999999999999503e+00  1.8263262405302891e-03  -3.2944310245351345e-14  7.3851704679280623e-04  -7.5657278615453931e-15  3.5982510564418386e-04  1.7249854227323551e-14
4.9999999999999396e+00  1.2168589924213113e-03  -4.6096525595974330e-15  6.0814609654372630e-04  -2.7907412362782278e-14  3.2700662139254757e-04  1.1029158418711179e-14
5.4999999999999298e+00  5.4351049379869104e-04  9.9187863901131758e-15  4.6075317508838118e-04  -3.2508299401304664e-14  2.8999430686668307e-04  2.8558180109847839e-14
5.9999999999999201e+00  -1.9642050484825605e-04  1.8323137619859259e-14  2.9550317332589700e-04  1.0395838649559369e-14  2.4843004592793903e-04  -1.6162580361819542e-14
6.4999999999999103e+00  -1.0047388928810350e-03  -1.7243746946065919e-14  1.0819512285687813e-04  -3.0101580085412847e-14  2.0182044636059490e-04  -7.4914441225905689e-15
6.9999999999998996e+00  -1.8800541254010063e-03  -4.9106392796643363e-14  -1.0110422202569907e-04  -2.3121126157194829e-15  1.4926445653434974e-04  -1.1868727996539822e-14
7.4999999999998801e+00  -2.8196229636190126e-03  1.3754609877800960e-14  -3.3766969638632672e-04  -1.7703654428377146e-14  9.0171732120164312e-05  9.6839677598927605e-15
7.9999999999998703e+00  -3.8182743265092246e-03  1.2704997101390502e-13  -6.0226923266861192e-04  5.1095133148608385e-15  2.3600804837014300e-05  -1.1019083766307821e-14
8.4999999999998597e+00  -4.8667893243840021e-03  4.1212992155202943e-14  -8.9854010367544917e-04  1.3099059802567535e-14  -5.1430337873210862e-05  1.1752190040931503e-15
8.9999999999998508e+00  -5.9548713660732356e-03  5.8813269223305131e-14  -1.2294789592704389e-03  -1.7575299763862275e-14  -1.3574951279299226e-04  -8.7529465988021749e-15
9.4999999999998401e+00  -7.0656127430743908e-03  6.7798412930023722e-14  -1.5959743595876487e-03  4.7449340256696305e-15  -2.3099604291255095e-04  2.6954442511110777e-14
9.9999999999998295e+00  -8.1776603027739012e-03  -3.7293419388107532e-15  -2.0030622551010890e-03  -8.3246222032118286e-15  -3.3828370630946294e-04  3.2796239071673325e-14
1.0499999999999799e+01  -9.2701480200160762e-03  9.4614898072457267e-15  -2.4499651557927785e-03  -4.1711654069953154e-14  -4.5904293128907261e-04  -1.6629309120396197e-14
1.0999999999999799e+01  -1.0327869036530261e-02  4.2611409537453004e-15  -2.9404355187369318e-03  -3.5206468815073820e-14  -5.9519963702623149e-04  2.8215339679711174e-14
1.1499999999999799e+01  -1.1319671108366354e-02  1.9605827731891369e-14  -3.4694920813069840e-03  1.2326166477898656e-14  -7.4381178154967831e-04  2.5670648518279409e-14
1.1999999999999799e+01  -1.2218362540121503e-02  -9.9587918503037910e-15  -4.0409714951545172e-03  3.6375663160224437e-15  -9.1561669579320155e-04  9.0593862570419938e-15
1.2499999999999799e+01  -1.3002353197506368e-02  2.9635417904649125e-14  -4.6501167719750066e-03  -4.3407028259788349e-14  -1.1084454380168474e-03  9.4423891315670810e-15
1.2999999999999799e+01  -1.3641200740448896e-02  8.8811465069234229e-15  -5.2932252616949005e-03  3.6822281345757205e-14  -1.3251445030820618e-03  -4.6259318125761423e-15
1.3499999999999799e+01  -1.4117847034895416e-02  -7.3178478087432073e-15  -5.9599265337637953e-03  -1.8103870709765057e-14  -1.5640729559710654e-03  -2.1113160269946419e-14
1.3999999999999700e+01  -1.4413226745931266e-02  2.8067923448617020e-14  -6.6437717883878356e-03  -9.1014591240241993e-14  -1.8313574889632566e-03  7.4515759344701728e-15
1.4499999999999700e+01  -1.4505074910074345e-02  -4.9716569722333597e-15  -7.3278570383361009e-03  3.8769604850478481e-15  -2.1300915741170523e-03  1.9607011460435157e-15
1.4999999999999700e+01  -1.4385434987070952e-02  1.8608646481858771e-15  -8.0015502434588517e-03  5.8935706813435503e-14  -2.4529214648502948e-03  1.5482951751304872e-14
1.5499999999999700e+01  -1.4045713422518612e-02  1.4501559347610326e-14  -8.6468470635791810e-03  6.8301907141268240e-14  -2.8079036103245505e-03  -1.2835799136911926e-14
1.5999999999999700e+01  -1.3485317934590534e-02  -2.1270781931183452e-14  -9.2474735611522245e-03  8.1591042837882979e-14  -3.2005828562426657e-03  1.1371664637274691e-14
1.6499999999999801e+01  -1.2711769408891608e-02  8.4616640938820204e-15  -9.7798974587677626e-03  3.3696101907216685e-14  -3.6209013319025048e-03  -5.9297030634064335e-15
1.6999999999999901e+01  -1.1716180485849857e-02  -3.5682500696156026e-14  -1.0229016447750964e-02  4.3284919646005034e-14  -4.0676892128775561e-03  4.8426048865977556e-14
1.7499999999999901e+01  -1.0514341862366862e-02  -5.9479514618127413e-14  -1.0576319435332351e-02  2.3649942598722888e-14  -4.5411744753697785e-03  8.0143296017025170e-14
1.8000000000000000e+01  -9.1276081663150092e-03  -2.2767606178494865e-14  -1.0791785684356597e-02  1.3287420666654786e-14  -5.0314250339498975e-03  3.7544154348914826e-14
1.8500000000000099e+01  -7.5540397620123051e-03  -5.5657939890347405e-14  -1.0869198517025148e-02  -6.6243303465491569e-14  -5.5378116923668567e-03  -1.2567506744825047e-14
1.9000000000000199e+01  -5.8249745641127306e-03  -1.3605090563160447e-14  -1.0784311073155608e-02  -6.5198515959503294e-14  -6.0464113232982890e-03  1.5157337589035195e-14
1.9500000000000199e+01  -3.9504244375994273e-03  2.9578138112228053e-14  -1.0542342116658200e-02  -2.4262449539997450e-14  -6.5487241393108386e-03  2.1056154866569421e-15
2.0000000000000298e+01  -1.9699551585693254e-03  -8.6826647166374904e-14  -1.0117957506005654e-02  6.8940613870392562e-14  -7.0293883591337585e-03  4.6068487836378125e-14
2.0500000000000401e+01  1.0469414152598582e-04  4.8438646046261830e-14  -9.5082682622363857e-03  6.0533617421892677e-14  -7.4785104274710627e-03  6.1967616725962981e-15
2.1000000000000501e+01  2.2439716421214155e-03  -7.1208934496445651e-15  -8.7212955317046599e-03  -3.5905845377541085e-14  -7.8774744093942847e-03  -3.2899800542500303e-14
2.1500000000000600e+01  4.4141995249738341e-03  4.3988458776529290e-14  -7.7526574435756992e-03  5.2979888030199325e-15  -8.2082947234670117e-03  -4.5151869570789888e-14
2.2000000000000600e+01  6.5982452425425615e-03  -5.6561423000955611e-14  -6.6270718348149888e-03  -1.6384514449624472e-14  -8.4581819368912785e-03  -6.0036919445674903e-14
2.2500000000000700e+01  8.7528293057617303e-03  1.1836382421347735e-14  -5.3479084177131490e-03  9.0251083841339525e-14  -8.6060834743142255e-03  -3.0351215067684197e-14
2.3000000000000799e+01  1.0853231449593038e-02  -1.1806774430998576e-13  -3.9323193427213913e-03  -3.7815734314098015e-15  -8.6398447240624045e-03  -4.5883529510257440e-14
