# time  R_areal_min  r_at_R_areal_min
0.0000000000000000e+00  9.6188542995164150e-01  5.1609826765355449e-01
5.0000000000000000e-01  9.6160550936663813e-01  5.1609826765355449e-01
1.0000000000000000e+00  9.6106972567676152e-01  5.1609826765355449e-01
1.5000000000000000e+00  9.6053103506252124e-01  5.1609826765355449e-01
2.0000000000000000e+00  9.6017950015142350e-01  5.1609826765355449e-01
2.4999999999999898e+00  9.6018719674747544e-01  5.1609826765355449e-01
2.9999999999999800e+00  9.6069713615657559e-01  5.1609826765355449e-01
3.4999999999999698e+00  9.6181879804282810e-01  5.1609826765355449e-01
3.9999999999999600e+00  9.6363681212873509e-01  5.1609826765355449e-01
4.4999999999999503e+00  9.6621962949495988e-01  5.1609826765355449e-01
4.9999999999999396e+00  9.6962712946884588e-01  5.1609826765355449e-01
5.4999999999999298e+00  9.7391603529712312e-01  5.1609826765355449e-01
5.9999999999999201e+00  9.7914525663935359e-01  5.1609826765355449e-01
6.4999999999999103e+00  9.8538131029966347e-01  5.1609826765355449e-01
6.9999999999998996e+00  9.9270400221242816e-01  5.1609826765355449e-01
7.4999999999998801e+00  1.0012110821540694e+00  5.1609826765355449e-01
7.9999999999998703e+00  1.0110226298661937e+00  5.1609826765355449e-01
8.4999999999998597e+00  1.0222855419774639e+00  5.1609826765355449e-01
8.9999999999998508e+00  1.0351788716283288e+00  5.1609826765355449e-01
9.4999999999998401e+00  1.0499205400188207e+00  5.1609826765355449e-01
9.9999999999998295e+00  1.0667724318561076e+00  5.1609826765355449e-01
1.0499999999999799e+01  1.0860517228140618e+00  5.1609826765355449e-01
1.0999999999999799e+01  1.1081404161565875e+00  5.1609826765355449e-01
1.1499999999999799e+01  1.1334983465369097e+00  5.1609826765355449e-01
1.1999999999999799e+01  1.1626737440722743e+00  5.1609826765355449e-01
1.2499999999999799e+01  1.1963306520460228e+00  5.1609826765355449e-01
1.2999999999999799e+01  1.2352656802278874e+00  5.1609826765355449e-01
1.3499999999999799e+01  1.2804393229339917e+00  5.1609826765355449e-01
1.3999999999999700e+01  1.3330247978004197e+00  5.1609826765355449e-01
1.4499999999999700e+01  1.3944588023636761e+00  5.1609826765355449e-01
1.4999999999999700e+01  1.4665417246171120e+00  5.1609826765355449e-01
1.5499999999999700e+01  1.5515495946107234e+00  5.1609826765355449e-01
1.5999999999999700e+01  1.6524562568243286e+00  5.1609826765355449e-01
1.6499999999999801e+01  1.7396777853284486e+00  5.0793267808711617e-01
1.6999999999999901e+01  1.9192579457391694e+00  5.1609826765355449e-01
1.7499999999999901e+01  2.0552774228198905e+00  5.0793267808711617e-01
1.8000000000000000e+01  2.2710129961696008e+00  5.0793267808711617e-01
1.8500000000000099e+01  2.5442985121560380e+00  5.0793267808711617e-01
1.9000000000000199e+01  2.8985759016885981e+00  5.0793267808711617e-01
1.9500000000000199e+01  3.3705867423385052e+00  5.0793267808711617e-01
2.0000000000000298e+01  4.0203859377277080e+00  5.0793267808711617e-01
2.0500000000000401e+01  4.9514812795897916e+00  5.0793267808711617e-01
2.1000000000000501e+01  6.3548097252640536e+00  5.0793267808711617e-01
2.1500000000000600e+01  6.5568724704522117e+00  3.0315721478302309e+00
2.2000000000000600e+01  6.2456212462065812e+00  2.7816011014342084e+00
2.2500000000000700e+01  5.9426469763684464e+00  2.5941264787014529e+00
2.3000000000000799e+01  5.6515591899287179e+00  2.4219758043537514e+00
2.3500000000000899e+01  5.3739003507936953e+00  2.2344842630627317e+00
2.4000000000000998e+01  5.1113807867839078e+00  2.0469942713341922e+00
2.4500000000000998e+01  4.8649460201416499e+00  1.8907541278217534e+00
2.5000000000001101e+01  4.6353365649329801e+00  1.7345157600537966e+00
2.5500000000001201e+01  4.4229793592844384e+00  1.5782796953883047e+00
2.6000000000001300e+01  4.2271918189332496e+00  1.4532930010410838e+00
2.6500000000001300e+01  4.0482275649749608e+00  1.3283088108098207e+00
2.7000000000001400e+01  3.8850594277430845e+00  1.2266122601371430e+00
2.7500000000001499e+01  3.7374011583585762e+00  1.1172421315313659e+00
2.8000000000001599e+01  3.6043845207035701e+00  1.0234971356670961e+00
2.8500000000001702e+01  3.4850721287631279e+00  9.2975314894263739e-01
2.9000000000001702e+01  3.3786878039811525e+00  8.5163417129583874e-01
2.9500000000001801e+01  3.2843724514682351e+00  7.7351641011600392e-01
3.0000000000001901e+01  3.2013208895617256e+00  7.1102334646532528e-01
3.0500000000002000e+01  3.1287374760764273e+00  6.4853161967536321e-01
3.1000000000002000e+01  3.0659211537877291e+00  5.8604165740905312e-01
3.1500000000002100e+01  3.0121124819074003e+00  5.3917571274933185e-01
3.2000000000002203e+01  2.9669033011736650e+00  5.0793267808711617e-01
3.2500000000002103e+01  2.9429522750289059e+00  5.0793267808711617e-01
3.3000000000001997e+01  2.9268723421728668e+00  5.0793267808711617e-01
3.3500000000001897e+01  2.9288273981885973e+00  5.0793267808711617e-01
3.4000000000001798e+01  2.9457759360178053e+00  5.0793267808711617e-01
3.4500000000001698e+01  2.9687867645906194e+00  5.0793267808711617e-01
3.5000000000001599e+01  2.9988276481178926e+00  5.0793267808711617e-01
3.5500000000001499e+01  3.0364410150872465e+00  5.0793267808711617e-01
3.6000000000001400e+01  3.0741480671579975e+00  5.0793267808711617e-01
3.6500000000001300e+01  3.1165951369766569e+00  5.0793267808711617e-01
3.7000000000001201e+01  3.1642203241717635e+00  5.0793267808711617e-01
3.7500000000001101e+01  3.2135846021897385e+00  5.0793267808711617e-01
