# time  R14_phi_l0_m0_re  R14_phi_l0_m0_im  R14_phi_l1_m-1_re  R14_phi_l1_m-1_im  R14_phi_l1_m0_re  R14_phi_l1_m0_im  R14_phi_l1_m1_re  R14_phi_l1_m1_im  R14_phi_l2_m-2_re  R14_phi_l2_m-2_im  R14_phi_l2_m-1_re  R14_phi_l2_m-1_im  R14_phi_l2_m0_re  R14_phi_l2_m0_im  R14_phi_l2_m1_re  R14_phi_l2_m1_im  R14_phi_l2_m2_re  R14_phi_l2_m2_im  R14_Pi_l0_m0_re  R14_Pi_l0_m0_im  R14_Pi_l1_m-1_re  R14_Pi_l1_m-1_im  R14_Pi_l1_m0_re  R14_Pi_l1_m0_im  R14_Pi_l1_m1_re  R14_Pi_l1_m1_im  R14_Pi_l2_m-2_re  R14_Pi_l2_m-2_im  R14_Pi_l2_m-1_re  R14_Pi_l2_m-1_im  R14_Pi_l2_m0_re  R14_Pi_l2_m0_im  R14_Pi_l2_m1_re  R14_Pi_l2_m1_im  R14_Pi_l2_m2_re  R14_Pi_l2_m2_im  R14_scalar_flux_kin  R30_phi_l0_m0_re  R30_phi_l0_m0_im  R30_phi_l1_m-1_re  R30_phi_l1_m-1_im  R30_phi_l1_m0_re  R30_phi_l1_m0_im  R30_phi_l1_m1_re  R30_phi_l1_m1_im  R30_phi_l2_m-2_re  R30_phi_l2_m-2_im  R30_phi_l2_m-1_re  R30_phi_l2_m-1_im  R30_phi_l2_m0_re  R30_phi_l2_m0_im  R30_phi_l2_m1_re  R30_phi_l2_m1_im  R30_phi_l2_m2_re  R30_phi_l2_m2_im  R30_Pi_l0_m0_re  R30_Pi_l0_m0_im  R30_Pi_l1_m-1_re  R30_Pi_l1_m-1_im  R30_Pi_l1_m0_re  R30_Pi_l1_m0_im  R30_Pi_l1_m1_re  R30_Pi_l1_m1_im  R30_Pi_l2_m-2_re  R30_Pi_l2_m-2_im  R30_Pi_l2_m-1_re  R30_Pi_l2_m-1_im  R30_Pi_l2_m0_re  R30_Pi_l2_m0_im  R30_Pi_l2_m1_re  R30_Pi_l2_m1_im  R30_Pi_l2_m2_re  R30_Pi_l2_m2_im  R30_scalar_flux_kin
5.7999999999997002e+01  -1.2966586908854367e-04  0.0000000000000000e+00  2.9453692998970388e-01  -5.4102966180161430e-02  -2.9679413291388307e-08  0.0000000000000000e+00  -2.9453692998970388e-01  -5.4102966180161430e-02  1.9028559053966296e-04  3.3416013670484188e-16  -5.9427922114239917e-05  4.9522879640801366e-05  -2.3705521917613095e-06  0.0000000000000000e+00  5.9427922114239917e-05  4.9522879640801366e-05  1.9028559053966296e-04  -3.3416013670484188e-16  3.5001869615668401e-05  0.0000000000000000e+00  -2.7924196994510483e-02  -1.3038798737567199e-02  -1.6892572755541478e-08  0.0000000000000000e+00  2.7924196994510483e-02  -1.3038798737567199e-02  2.1138714922062751e-06  -9.1521076972357051e-16  2.1312594412347145e-05  3.7182909287897335e-06  -5.7538888161855470e-06  0.0000000000000000e+00  -2.1312594412347145e-05  3.7182909287897335e-06  2.1138714922062751e-06  9.1521076972357051e-16  7.6445449065410840e-04  -1.2166290684459047e-04  0.0000000000000000e+00  2.9230103797511542e-01  1.0432678162750232e-01  5.5086703021388697e-15  0.0000000000000000e+00  -2.9230103797511542e-01  1.0432678162750232e-01  -3.9329875352373102e-05  -1.3878272335320608e-17  7.8062556418956319e-17  -3.2526065174565133e-17  -8.6163330497734332e-05  0.0000000000000000e+00  -7.8062556418956319e-17  -3.2526065174565133e-17  -3.9329875352373102e-05  1.3878272335320608e-17  -6.7848098191798386e-06  0.0000000000000000e+00  2.7639268895183835e-02  -5.3462075502435733e-03  3.8684497626916329e-16  0.0000000000000000e+00  -2.7639268895183835e-02  -5.3462075502435733e-03  1.5589410320509154e-07  5.1020272087620732e-17  -1.5775141609664090e-16  -1.1018204577883939e-16  -6.4222644947905431e-06  0.0000000000000000e+00  1.5775141609664090e-16  -1.1018204577883939e-16  1.5589410320509154e-07  -5.1020272087620732e-17  1.9182594246742915e-03
5.8999999999996803e+01  -1.0045971272188256e-04  0.0000000000000000e+00  2.6973619034575413e-01  -6.4556064482772207e-02  -4.1807222357219532e-08  0.0000000000000000e+00  -2.6973619034575413e-01  -6.4556064482772207e-02  1.9144958658142314e-04  4.1529799287595556e-16  -4.2166338057158387e-05  5.1750522890490602e-05  -7.1795406196308038e-06  0.0000000000000000e+00  4.2166338057158387e-05  5.1750522890490602e-05  1.9144958658142314e-04  -4.1529799287595556e-16  3.4097607450648981e-05  0.0000000000000000e+00  -3.1113473840640511e-02  -1.1587322566359049e-02  -1.3909098187075016e-08  0.0000000000000000e+00  3.1113473840640511e-02  -1.1587322566359049e-02  7.8044975372666992e-07  -4.6454650138384254e-16  2.2501261740036404e-05  2.3628685094290907e-06  -5.7313658126966312e-06  0.0000000000000000e+00  -2.2501261740036404e-05  2.3628685094290907e-06  7.8044975372666992e-07  4.6454650138384254e-16  1.0091182464924632e-03  -1.2728085092920409e-04  0.0000000000000000e+00  3.1684091305393391e-01  9.8876419129652726e-02  5.5620969052869347e-15  0.0000000000000000e+00  -3.1684091305393391e-01  9.8876419129652726e-02  -3.9097985365261820e-05  -2.0977213545003949e-17  1.0408340855860843e-16  -3.9031278209478160e-17  -9.1477586258944255e-05  0.0000000000000000e+00  -1.0408340855860843e-16  -3.9031278209478160e-17  -3.9097985365261820e-05  2.0977213545003949e-17  -5.3218003276057866e-06  0.0000000000000000e+00  2.5612531807844612e-02  -6.4481745006504526e-03  7.0215881423608896e-16  0.0000000000000000e+00  -2.5612531807844612e-02  -6.4481745006504526e-03  3.9628047582255235e-07  -1.2500136965181968e-16  -1.2685165418080402e-16  -9.3512437376874757e-18  -5.0969552434194694e-06  0.0000000000000000e+00  1.2685165418080402e-16  -9.3512437376874757e-18  3.9628047582255235e-07  1.2500136965181968e-16  1.7462755863447625e-03
5.9999999999996597e+01  -7.2381258948522290e-05  0.0000000000000000e+00  2.4246697244919457e-01  -7.3721937980378627e-02  -5.1363144185602046e-08  0.0000000000000000e+00  -2.4246697244919457e-01  -7.3721937980378627e-02  1.9112514127941620e-04  4.1720003588714957e-16  -2.4084769378606569e-05  5.2846752611503123e-05  -1.1741941023697579e-05  0.0000000000000000e+00  2.4084769378606569e-05  5.2846752611503123e-05  1.9112514127941620e-04  -4.1720003588714957e-16  3.2100636910180596e-05  0.0000000000000000e+00  -3.3750514328824519e-02  -9.9641874995232832e-03  -1.0108870552522456e-08  0.0000000000000000e+00  3.3750514328824519e-02  -9.9641874995232832e-03  -1.6565907957737514e-06  -7.9859722488150018e-16  2.3287038816077396e-05  9.6043080768850458e-07  -5.0201578354255251e-06  0.0000000000000000e+00  -2.3287038816077396e-05  9.6043080768850458e-07  -1.6565907957737514e-06  7.9859722488150018e-16  1.2695016501450627e-03  -1.3131292336137927e-04  0.0000000000000000e+00  3.3939868871543505e-01  9.2420248377156275e-02  5.5491245956997351e-15  0.0000000000000000e+00  -3.3939868871543505e-01  9.2420248377156275e-02  -3.8448915275302870e-05  1.6533102372078442e-17  1.3010426069826053e-16  -3.2526065174565133e-17  -9.5610436307509152e-05  0.0000000000000000e+00  -1.3010426069826053e-16  -3.2526065174565133e-17  -3.8448915275302870e-05  -1.6533102372078442e-17  -3.4474739398615588e-06  0.0000000000000000e+00  2.3328332414801502e-02  -7.5245544910211917e-03  6.9393955062306805e-16  0.0000000000000000e+00  -2.3328332414801502e-02  -7.5245544910211917e-03  9.4885003103087206e-07  1.9858950785040928e-17  -4.8789097761847700e-17  -4.3097036356298801e-16  -3.8028682739106663e-06  0.0000000000000000e+00  4.8789097761847700e-17  -4.3097036356298801e-16  9.4885003103087206e-07  -1.9858950785040928e-17  1.5571626774258623e-03
6.0999999999996398e+01  -4.6388709727187167e-05  0.0000000000000000e+00  2.1319171873376519e-01  -8.1461244382879661e-02  -5.7175957299579445e-08  0.0000000000000000e+00  -2.1319171873376519e-01  -8.1461244382879661e-02  1.8828135650708570e-04  3.8784791873212516e-16  -5.6390776675806914e-06  5.2770537757165781e-05  -1.5366554588516385e-05  0.0000000000000000e+00  5.6390776675806914e-06  5.2770537757165781e-05  1.8828135650708570e-04  -3.8784791873212516e-16  2.8936273725455648e-05  0.0000000000000000e+00  -3.5811697235910003e-02  -8.2010465173145992e-03  -5.6508668808355630e-09  0.0000000000000000e+00  3.5811697235910003e-02  -8.2010465173145992e-03  -5.2346229042696867e-06  -9.3699370044577779e-16  2.3685063259188538e-05  -4.9680381800798088e-07  -3.4295456831002838e-06  0.0000000000000000e+00  -2.3685063259188538e-05  -4.9680381800798088e-07  -5.2346229042696867e-06  9.3699370044577779e-16  1.5246170542901451e-03  -1.3365243297503549e-04  0.0000000000000000e+00  3.5973934281474396e-01  8.4986752704187096e-02  5.3142254187671725e-15  0.0000000000000000e+00  -3.5973934281474396e-01  8.4986752704187096e-02  -3.7405157757426275e-05  6.5312969476836646e-18  1.5612511283791264e-16  -2.6020852139652106e-17  -9.8405277526790181e-05  0.0000000000000000e+00  -1.5612511283791264e-16  -2.6020852139652106e-17  -3.7405157757426275e-05  -6.5312969476836646e-18  -1.6228174262452366e-06  0.0000000000000000e+00  2.0785380468765807e-02  -8.5620807734816361e-03  2.2451164132346866e-16  0.0000000000000000e+00  -2.0785380468765807e-02  -8.5620807734816361e-03  1.2936219532290039e-06  -4.9890557800887333e-16  -3.9031278209478160e-17  -3.8949963046541747e-16  -2.2243709009205924e-06  0.0000000000000000e+00  3.9031278209478160e-17  -3.8949963046541747e-16  1.2936219532290039e-06  4.9890557800887333e-16  1.3579770536036764e-03
6.1999999999996199e+01  -2.3579650575453185e-05  0.0000000000000000e+00  1.8240518458560973e-01  -8.7659333244047580e-02  -5.9086784194230494e-08  0.0000000000000000e+00  -1.8240518458560973e-01  -8.7659333244047580e-02  1.8213004070781130e-04  2.2660553776896722e-16  1.2872730879276081e-05  5.1517837862087926e-05  -1.7420697907264477e-05  0.0000000000000000e+00  -1.2872730879276081e-05  5.1517837862087926e-05  1.8213004070781130e-04  -2.2660553776896722e-16  2.4779670814053852e-05  0.0000000000000000e+00  -3.7256515345100841e-02  -6.3276162123693819e-03  -3.4190684717037223e-10  0.0000000000000000e+00  3.7256515345100841e-02  -6.3276162123693819e-03  -9.6783716741407217e-06  -9.2617490609631049e-16  2.3362579507239800e-05  -1.9433627591219135e-06  -1.3144586436605585e-06  0.0000000000000000e+00  -2.3362579507239800e-05  -1.9433627591219135e-06  -9.6783716741407217e-06  9.2617490609631049e-16  1.7540775413961351e-03  -1.3418871499940293e-04  0.0000000000000000e+00  3.7762767034281131e-01  7.6615685959865232e-02  4.9654468972410055e-15  0.0000000000000000e+00  -3.7762767034281131e-01  7.6615685959865232e-02  -3.5921870454948230e-05  -8.1312683333279734e-18  1.0408340855860843e-16  -2.6020852139652106e-17  -9.9793484877797498e-05  0.0000000000000000e+00  -1.0408340855860843e-16  -2.6020852139652106e-17  -3.5921870454948230e-05  8.1312683333279734e-18  4.6220938123859149e-07  0.0000000000000000e+00  1.7991060088850083e-02  -9.5489676664112667e-03  -4.4332511664846778e-16  0.0000000000000000e+00  -1.7991060088850083e-02  -9.5489676664112667e-03  1.9222087713037555e-06  -3.6330736445411896e-16  3.2363434848692307e-16  -1.8458541986565713e-16  -7.8774616607023720e-07  0.0000000000000000e+00  -3.2363434848692307e-16  -1.8458541986565713e-16  1.9222087713037555e-06  3.6330736445411896e-16  1.1571404114106556e-03
6.2999999999996000e+01  -4.2471992313895141e-06  0.0000000000000000e+00  1.5063320689260029e-01  -9.2233490375880689e-02  -5.7173571305389906e-08  0.0000000000000000e+00  -1.5063320689260029e-01  -9.2233490375880689e-02  1.7184541570843161e-04  6.7438488901443784e-18  3.0861107046810735e-05  4.9091220559099001e-05  -1.7458224014589310e-05  0.0000000000000000e+00  -3.0861107046810735e-05  4.9091220559099001e-05  1.7184541570843161e-04  -6.7438488901443784e-18  2.0315872453681258e-05  0.0000000000000000e+00  -3.8069927083089136e-02  -4.3850621605726102e-03  3.5826016326526620e-09  0.0000000000000000e+00  3.8069927083089136e-02  -4.3850621605726102e-03  -1.4645478382600902e-05  -1.0712542687540339e-15  2.2438668938201331e-05  -3.3472711261007442e-06  1.2717557266698713e-06  0.0000000000000000e+00  -2.2438668938201331e-05  -3.3472711261007442e-06  -1.4645478382600902e-05  1.0712542687540339e-15  1.9395169952454937e-03  -1.3275102968484160e-04  0.0000000000000000e+00  3.9283855368434251e-01  6.7359149257751119e-02  4.5997954794055329e-15  0.0000000000000000e+00  -3.9283855368434251e-01  6.7359149257751119e-02  -3.3786209399657226e-05  -9.8463960556897641e-18  2.0816681711721685e-16  -8.4567769453869346e-17  -9.9903497808922999e-05  0.0000000000000000e+00  -2.0816681711721685e-16  -8.4567769453869346e-17  -3.3786209399657226e-05  9.8463960556897641e-18  2.6347893219390871e-06  0.0000000000000000e+00  1.4965000987726074e-02  -1.0470224474982102e-02  -8.0698053112223772e-16  0.0000000000000000e+00  -1.4965000987726074e-02  -1.0470224474982102e-02  2.6808479095980132e-06  -1.8985861911781423e-16  3.9844429838842288e-17  -2.3174821436877657e-16  5.6434487931414673e-07  0.0000000000000000e+00  -3.9844429838842288e-17  -2.3174821436877657e-16  2.6808479095980132e-06  1.8985861911781423e-16  9.6417594366276897e-04
6.3999999999995801e+01  1.1161517003454063e-05  0.0000000000000000e+00  1.1840680604592893e-01  -9.5135167090339215e-02  -5.2103581749855150e-08  0.0000000000000000e+00  -1.1840680604592893e-01  -9.5135167090339215e-02  1.5747037984944511e-04  -3.7891491309286682e-18  4.7758793497383427e-05  4.5540789313546978e-05  -1.5441579092675471e-05  0.0000000000000000e+00  -4.7758793497383427e-05  4.5540789313546978e-05  1.5747037984944511e-04  3.7891491309286682e-18  1.6102521698807326e-05  0.0000000000000000e+00  -3.8258920972739349e-02  -2.4143888439520757e-03  7.1595922673033437e-09  0.0000000000000000e+00  3.8258920972739349e-02  -2.4143888439520757e-03  -1.9439199932149729e-05  4.2657968219110374e-16  2.0922861867468060e-05  -4.6628321488054061e-06  3.6006578787725144e-06  0.0000000000000000e+00  -2.0922861867468060e-05  -4.6628321488054061e-06  -1.9439199932149729e-05  -4.2657968219110374e-16  2.0664325431454678e-03  -1.2930635341093855e-04  0.0000000000000000e+00  4.0516882675069338e-01  5.7282786940205756e-02  4.1484455031316064e-15  0.0000000000000000e+00  -4.0516882675069338e-01  5.7282786940205756e-02  -3.0926333431236866e-05  -5.7252360333149630e-18  1.8214596497756474e-16  -7.1557343384043293e-17  -9.8802107850271703e-05  0.0000000000000000e+00  -1.8214596497756474e-16  -7.1557343384043293e-17  -3.0926333431236866e-05  5.7252360333149630e-18  4.7894315128857832e-06  0.0000000000000000e+00  1.1735674704262367e-02  -1.1311788573501260e-02  -7.2221205456453851e-16  0.0000000000000000e+00  -1.1735674704262367e-02  -1.1311788573501260e-02  3.4798270220623104e-06  -1.6293167530315862e-16  -1.9353008778866254e-16  4.7488055154865094e-16  1.8317921285995369e-06  0.0000000000000000e+00  1.9353008778866254e-16  4.7488055154865094e-16  3.4798270220623104e-06  1.6293167530315862e-16  7.8773543589516384e-04
6.4999999999996305e+01  2.3156534879797785e-05  0.0000000000000000e+00  8.6254413081781917e-02  -9.6354260616993592e-02  -4.5085064069950128e-08  0.0000000000000000e+00  -8.6254413081781917e-02  -9.6354260616993592e-02  1.3945613383649071e-04  5.8253455155735223e-17  6.3313633863229871e-05  4.0986392602530147e-05  -1.1708866036758351e-05  0.0000000000000000e+00  -6.3313633863229871e-05  4.0986392602530147e-05  1.3945613383649071e-04  -5.8253455155735223e-17  1.2269601808487539e-05  0.0000000000000000e+00  -3.7836277849678315e-02  -4.5413607299303333e-04  8.3868110159539816e-09  0.0000000000000000e+00  3.7836277849678315e-02  -4.5413607299303333e-04  -2.3093424607858504e-05  2.1558663732200023e-15  1.9384168829647205e-05  -5.8375339604153036e-06  5.1448757420203076e-06  0.0000000000000000e+00  -1.9384168829647205e-05  -5.8375339604153036e-06  -2.3093424607858504e-05  -2.1558663732200023e-15  2.1257781134119088e-03  -1.2392036185809860e-04  0.0000000000000000e+00  4.1443591983759037e-01  4.6465599510088558e-02  3.5204256298841143e-15  0.0000000000000000e+00  -4.1443591983759037e-01  4.6465599510088558e-02  -2.7293047383217746e-05  1.2452669976567624e-17  1.5612511283791264e-16  -8.1315162936412833e-17  -9.6614142335934983e-05  0.0000000000000000e+00  -1.5612511283791264e-16  -8.1315162936412833e-17  -2.7293047383217746e-05  -1.2452669976567624e-17  6.8154704074191857e-06  0.0000000000000000e+00  8.3204772621678826e-03  -1.2057934815403723e-02  -4.9628295654339898e-16  0.0000000000000000e+00  -8.3204772621678826e-03  -1.2057934815403723e-02  4.4075137256280193e-06  4.8913735369569854e-17  -6.7898161051904715e-17  7.4566004412690567e-16  2.8204514961722638e-06  0.0000000000000000e+00  6.7898161051904715e-17  7.4566004412690567e-16  4.4075137256280193e-06  -4.8913735369569854e-17  6.3435977262951779e-04
6.5999999999996902e+01  3.2432867016414708e-05  0.0000000000000000e+00  5.4687367998807322e-02  -9.5916052579309158e-02  -3.7083170684085378e-08  0.0000000000000000e+00  -5.4687367998807322e-02  -9.5916052579309158e-02  1.1875504427966003e-04  1.3242367555268070e-16  7.7456614560401753e-05  3.5560972761522827e-05  -6.9427252075735947e-06  0.0000000000000000e+00  -7.7456614560401753e-05  3.5560972761522827e-05  1.1875504427966003e-04  -1.3242367555268070e-16  9.6881586665172377e-06  0.0000000000000000e+00  -3.6836109320840429e-02  1.4538696423822240e-03  8.7745732317265194e-09  0.0000000000000000e+00  3.6836109320840429e-02  1.4538696423822240e-03  -2.5654743402772787e-05  3.8291341873386491e-15  1.7379463951621571e-05  -6.8398521515251724e-06  5.8769418145372110e-06  0.0000000000000000e+00  -1.7379463951621571e-05  -6.8398521515251724e-06  -2.5654743402772787e-05  -3.8291341873386491e-15  2.1157870072789006e-03  -1.1681750355530613e-04  0.0000000000000000e+00  4.2046840271922908e-01  3.5001524317047589e-02  2.7257604945938110e-15  0.0000000000000000e+00  -4.2046840271922908e-01  3.5001524317047589e-02  -2.2719798301152912e-05  1.0357796569373332e-16  1.8214596497756474e-16  -1.2197274440461925e-16  -9.3791110662171182e-05  0.0000000000000000e+00  -1.8214596497756474e-16  -1.2197274440461925e-16  -2.2719798301152912e-05  -1.0357796569373332e-16  8.5059029165812994e-06  0.0000000000000000e+00  4.7279823027917287e-03  -1.2691864692330522e-02  -5.7781490697474971e-16  0.0000000000000000e+00  -4.7279823027917287e-03  -1.2691864692330522e-02  5.4767725339643191e-06  2.0045683687616277e-16  6.1108344946714244e-16  1.6588293239028218e-16  3.2461860374105107e-06  0.0000000000000000e+00  -6.1108344946714244e-16  1.6588293239028218e-16  5.4767725339643191e-06  -2.0045683687616277e-16  5.0931862086822026e-04
6.6999999999997399e+01  3.9956572830843288e-05  0.0000000000000000e+00  2.4185055273552344e-02  -9.3879479277175534e-02  -2.9787311064522672e-08  0.0000000000000000e+00  -2.4185055273552344e-02  -9.3879479277175534e-02  9.6426092650215911e-05  -3.0920262383221912e-16  8.9533449740951876e-05  2.9407590305325845e-05  -1.9437844953918536e-06  0.0000000000000000e+00  -8.9533449740951876e-05  2.9407590305325845e-05  9.6426092650215911e-05  3.0920262383221912e-16  8.1133430667592745e-06  0.0000000000000000e+00  -3.5303113970272353e-02  3.2755316475287593e-03  8.0078020492989035e-09  0.0000000000000000e+00  3.5303113970272353e-02  3.2755316475287593e-03  -2.6796341827572953e-05  1.0722785602186932e-15  1.4455662379671969e-05  -7.6729142613905159e-06  5.7705389140661274e-06  0.0000000000000000e+00  -1.4455662379671969e-05  -7.6729142613905159e-06  -2.6796341827572953e-05  -1.0722785602186932e-15  2.0412250458190944e-03  -1.0808770933004785e-04  0.0000000000000000e+00  4.2310532688025454e-01  2.2999835778673882e-02  1.8246868453046863e-15  0.0000000000000000e+00  -4.2310532688025454e-01  2.2999835778673882e-02  -1.7273869539727137e-05  1.6972235133560018e-16  1.5612511283791264e-16  -9.9204498782423656e-17  -9.0364842135240358e-05  0.0000000000000000e+00  -1.5612511283791264e-16  -9.9204498782423656e-17  -1.7273869539727137e-05  -1.6972235133560018e-16  1.0564227961771221e-05  0.0000000000000000e+00  9.8089702104016733e-04  -1.3198165091147756e-02  -1.0018337770187401e-15  0.0000000000000000e+00  -9.8089702104016733e-04  -1.3198165091147756e-02  6.2350403275998000e-06  -1.9553473618842071e-16  2.1904272015996207e-16  -7.8062556418956319e-17  4.4385008639555643e-06  0.0000000000000000e+00  -2.1904272015996207e-16  -7.8062556418956319e-17  6.2350403275998000e-06  1.9553473618842071e-16  4.1821861177256396e-04
