# thinned to dt=0.05 from the every-step stream; the last 1 time units are kept whole (the death window)
  35.0100000    7.6539303453e-04    1.6905532211e-03
  35.0600000    7.6480054113e-04    1.6753648255e-03
  35.1100000    7.6422600872e-04    1.6603600292e-03
  35.1600000    7.6331981526e-04    1.6487750799e-03
  35.2100000    7.6230300495e-04    1.6389780052e-03
  35.2600000    7.6140105603e-04    1.6286653460e-03
  35.3100000    7.6056901481e-04    1.6171792907e-03
  35.3600000    7.5973580280e-04    1.6053553127e-03
  35.4100000    7.5885097333e-04    1.5945029919e-03
  35.4600000    7.5792937136e-04    1.5845549715e-03
  35.5100000    7.5702435060e-04    1.5742856960e-03
  35.5600000    7.5615753198e-04    1.5630645211e-03
  35.6100000    7.5530309447e-04    1.5515678404e-03
  35.6600000    7.5445731310e-04    1.5401225672e-03
  35.7100000    7.5364735538e-04    1.5283475970e-03
  35.7600000    7.5287003613e-04    1.5164204504e-03
  35.8100000    7.5206400599e-04    1.5053868564e-03
  35.8600000    7.5116961405e-04    1.4959327910e-03
  35.9100000    7.5020888379e-04    1.4874284269e-03
  35.9600000    7.4927026000e-04    1.4785239732e-03
  36.0100000    7.4840452418e-04    1.4687244927e-03
  36.0600000    7.4757333880e-04    1.4587915041e-03
  36.1100000    7.4671946580e-04    1.4494491299e-03
  36.1600000    7.4584429757e-04    1.4405178902e-03
  36.2100000    7.4497932877e-04    1.4315752396e-03
  36.2600000    7.4412786093e-04    1.4226593157e-03
  36.3100000    7.4327734710e-04    1.4139842184e-03
  36.3600000    7.4243303414e-04    1.4055023272e-03
  36.4100000    7.4160798956e-04    1.3970199650e-03
  36.4600000    7.4079987384e-04    1.3884882550e-03
  36.5100000    7.3999255708e-04    1.3800384217e-03
  36.5600000    7.3917352357e-04    1.3718049132e-03
  36.6100000    7.3834505823e-04    1.3637752200e-03
  36.6600000    7.3751759884e-04    1.3558476603e-03
  36.7100000    7.3669544231e-04    1.3480004998e-03
  36.7600000    7.3587478709e-04    1.3403042843e-03
  36.8100000    7.3505310341e-04    1.3327829329e-03
