time  net_outward_flux  psi4_boundary_amp
5.7999999999997002e+01  5.0730245137188123e-06  1.7934648068354367e-05
5.8999999999996803e+01  3.9174162482278261e-06  2.1494865098381614e-05
5.9999999999996597e+01  4.6479330158561496e-06  2.5647015411957148e-05
6.0999999999996398e+01  8.0192186912868125e-06  3.0328469250794287e-05
6.1999999999996199e+01  1.5000526279394286e-05  3.5321549680096243e-05
6.2999999999996000e+01  2.8264001906368352e-05  4.0489661987792862e-05
6.3999999999995801e+01  5.1530761121652239e-05  4.5433885648286124e-05
6.4999999999996305e+01  8.8154795042373146e-05  4.9687765295348774e-05
6.5999999999996902e+01  1.4097849647099641e-04  5.2575003380889370e-05
6.6999999999997399e+01  2.1243567382887179e-04  5.3475249832696108e-05
6.7999999999997897e+01  3.0375283853539538e-04  5.1904558173290232e-05
6.8999999999998394e+01  4.1437862656696191e-04  4.7311030501347624e-05
6.9999999999998906e+01  5.4212758912073624e-04  3.9460478727554992e-05
7.0999999999999403e+01  6.8311515170055444e-04  2.8763543992180162e-05
7.1999999999999901e+01  8.3260447110585899e-04  1.7182255442611727e-05
7.3000000000000398e+01  9.8468961728633399e-04  1.5400246799666958e-05
7.4000000000000995e+01  1.1328420000667723e-03  2.9631489550012570e-05
7.5000000000001506e+01  1.2725679767672635e-03  4.8406743515312581e-05
7.6000000000002004e+01  1.4022845684512958e-03  6.8057351696948381e-05
7.7000000000002501e+01  1.5207938656560688e-03  8.7049770623982852e-05
7.8000000000002998e+01  1.6244317832759762e-03  1.0474511929808098e-04
7.9000000000003496e+01  1.7087846511749428e-03  1.2044332818970481e-04
8.0000000000003993e+01  1.7708877528439921e-03  1.3366338940052358e-04
8.1000000000004505e+01  1.8088282003382639e-03  1.4413507513667053e-04
8.2000000000005002e+01  1.8217587494487127e-03  1.5158393879021275e-04
8.3000000000005599e+01  1.8090027704959072e-03  1.5575513505219880e-04
8.4000000000006096e+01  1.7701701226221591e-03  1.5657378426538405e-04
8.5000000000006594e+01  1.7070616666732892e-03  1.5384364294071108e-04
8.6000000000007105e+01  1.6195305983031224e-03  1.4746412228842760e-04
8.7000000000007603e+01  1.5068363338724255e-03  1.3781101163595156e-04
8.8000000000008100e+01  1.3720931848110458e-03  1.2531757153703458e-04
8.9000000000008598e+01  1.2220174768927392e-03  1.1078657670819476e-04
9.0000000000009095e+01  1.0642145663962389e-03  9.5985078220461734e-05
9.1000000000009607e+01  9.0470630013374156e-04  8.3930066771330968e-05
9.2000000000010203e+01  7.5043748799583543e-04  7.8590426174393537e-05
9.3000000000010701e+01  6.0875908445984510e-04  8.3098922751160417e-05
9.4000000000011198e+01  4.8515319254594500e-04  9.6246251862490837e-05
9.5000000000011696e+01  3.8482606914345692e-04  1.1449970645091321e-04
9.6000000000012193e+01  3.1220827710800019e-04  1.3480500089223165e-04
9.7000000000012705e+01  2.7050789334528307e-04  1.5519272196609508e-04
9.8000000000013202e+01  2.6232691996699257e-04  1.7424446696297894e-04
9.9000000000013699e+01  2.9091263822701773e-04  1.9116699868952154e-04
1.0000000000001400e+02  3.5912247703161388e-04  2.0547859419721198e-04
