# thinned to dt=0.05 from the every-step stream; the last 1 time units are kept whole (the death window)
#       time           min_lapse             min_chi           max_abs_K         min_lapse_x         min_lapse_y         min_lapse_z             min_phi             max_phi              min_Pi              max_Pi
   0.0000000    2.1942989020e-01    4.1086863547e-07    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5672296939e-01   -7.2967435899e-02    0.0000000000e+00    0.0000000000e+00
   0.0500000    2.1948644995e-01    4.3365888033e-07    5.4722525865e-02    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5655091734e-01   -7.2967433218e-02   -3.2797830797e-04    4.7433486130e-04
   0.1000000    2.1954137310e-01    4.5629460153e-07    1.0253871699e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5638382392e-01   -7.2967429372e-02   -6.5460608733e-04    9.4512951824e-04
   0.1500000    2.1959473286e-01    4.7878048788e-07    1.4409767010e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5622144628e-01   -7.2967428435e-02   -9.7821200283e-04    1.4082854039e-03
   0.2000000    2.1964659751e-01    5.0112104202e-07    1.7995789289e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5606355574e-01   -7.2967428752e-02   -1.2969874468e-03    1.8593902320e-03
   0.2500000    2.1969703045e-01    5.2332054651e-07    2.1058335528e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5590993772e-01   -7.2967427970e-02   -1.6089319343e-03    2.2938482380e-03
   0.3000000    2.1974609066e-01    5.4538306984e-07    2.3640706687e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5576039089e-01   -7.2967426603e-02   -1.9121819912e-03    2.7071933313e-03
   0.3500000    2.1979383307e-01    5.6731248790e-07    2.5781324755e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5561472611e-01   -7.2967425616e-02   -2.2047709409e-03    3.0953376624e-03
   0.4000000    2.1984030868e-01    5.8911248681e-07    2.7517079000e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5547276618e-01   -7.2967424862e-02   -2.4849689258e-03    3.4545873981e-03
   0.4500000    2.1988556466e-01    6.1078656906e-07    2.8880586885e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5533434573e-01   -7.2967424007e-02   -2.7513030431e-03    3.7817636358e-03
   0.5000000    2.1992964412e-01    6.3233805868e-07    2.9907712725e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5519931190e-01   -7.2967423028e-02   -3.0025307041e-03    4.0745544043e-03
   0.5500000    2.1997258543e-01    6.5377010228e-07    3.0629796718e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5506752617e-01   -7.2967421990e-02   -3.2375818098e-03    4.3313049293e-03
   0.6000000    2.2001442094e-01    6.7508568380e-07    3.1079573958e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5493886805e-01   -7.2967420979e-02   -3.4556395977e-03    4.5511125174e-03
   0.6500000    2.2005517492e-01    6.9628767233e-07    3.1286699716e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5481324090e-01   -7.2967420077e-02   -3.6563959813e-03    4.7340169720e-03
   0.7000000    2.2009486059e-01    7.1737892714e-07    3.1281685579e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5469058022e-01   -7.2967419276e-02   -3.8396457210e-03    4.8805716111e-03
   0.7500000    2.2013347628e-01    7.3836249633e-07    3.1091714859e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5457086434e-01   -7.2967418485e-02   -4.0054191046e-03    4.9921744155e-03
   0.8000000    2.2017100135e-01    7.5924193942e-07    3.0744210573e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5445412603e-01   -7.2967417625e-02   -4.1539084797e-03    5.0705942650e-03
   0.8500000    2.2020739245e-01    7.8002177718e-07    3.0263765202e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5434046276e-01   -7.2967416677e-02   -4.2857157727e-03    5.1180999395e-03
   0.9000000    2.2024258179e-01    8.0070802794e-07    2.9676132362e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5423004164e-01   -7.2967415668e-02   -4.4013813553e-03    5.1373520128e-03
   0.9500000    2.2027647918e-01    8.2130871775e-07    2.8998753500e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5412309347e-01   -7.2967414660e-02   -4.5014218362e-03    5.1312835896e-03
   1.0000000    2.2030898057e-01    8.4183415100e-07    2.8252399570e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5401988895e-01   -7.2967413713e-02   -4.5871312697e-03    5.1028996040e-03
   1.0500000    2.2033998557e-01    8.6229660632e-07    2.7452239550e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5392068914e-01   -7.2967412837e-02   -4.6587188571e-03    5.0552964497e-03
   1.1000000    2.2036942687e-01    8.8270899913e-07    2.6614392531e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5382566328e-01   -7.2967411989e-02   -4.7175337837e-03    4.9915215768e-03
   1.1500000    2.2039731264e-01    9.0308196163e-07    2.5750753560e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5373476975e-01   -7.2967411110e-02   -4.7640921642e-03    4.9145031922e-03
   1.2000000    2.2042378086e-01    9.2341882403e-07    2.4872967728e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5364760396e-01   -7.2967410176e-02   -4.7994706849e-03    4.8269954045e-03
   1.2500000    2.2044915991e-01    9.4370828386e-07    2.3989162561e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5356322893e-01   -7.2967409204e-02   -4.8244651170e-03    4.7316062713e-03
   1.3000000    2.2047402331e-01    9.6391529511e-07    2.3108935071e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5348002205e-01   -7.2967408227e-02   -4.8396781419e-03    4.6306484662e-03
   1.3500000    2.2049922082e-01    9.8397197799e-07    2.2237280788e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5339558864e-01   -7.2967407269e-02   -4.8461380487e-03    4.5262452750e-03
   1.4000000    2.2052586683e-01    1.0037737284e-06    2.1381030914e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5330679398e-01   -7.2967406332e-02   -4.8442430768e-03    4.4202911896e-03
   1.4500000    2.2055553334e-01    1.0233666097e-06    2.0544445765e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5320915868e-01   -7.2967405402e-02   -4.8347852866e-03    4.3144487908e-03
   1.5000000    2.2058981037e-01    1.0427861650e-06    1.9731276770e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5309815733e-01   -7.2967404464e-02   -4.8185253043e-03    4.2101821462e-03
   1.5500000    2.2062991821e-01    1.0619661850e-06    1.8946311481e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5297034280e-01   -7.2967403517e-02   -4.7958280029e-03    4.1087010866e-03
   1.6000000    2.2067657028e-01    1.0808474131e-06    1.8192290881e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5282370093e-01   -7.2967402563e-02   -4.7672075193e-03    4.0112807580e-03
   1.6500000    2.2072972295e-01    1.0993978688e-06    1.7471859173e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5265835305e-01   -7.2967401604e-02   -4.7332020069e-03    3.9186953096e-03
   1.7000000    2.2078843464e-01    1.1176305365e-06    1.6787652329e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5247694904e-01   -7.2967400639e-02   -4.6943572106e-03    3.8315039872e-03
   1.7500000    2.2085090746e-01    1.1356118032e-06    1.6142012827e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5228454527e-01   -7.2967399665e-02   -4.6509566398e-03    3.7501423886e-03
   1.8000000    2.2091474193e-01    1.1534564279e-06    1.5535837171e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5208788367e-01   -7.2967398684e-02   -4.6033774242e-03    3.6752247727e-03
   1.8500000    2.2097735679e-01    1.1713093304e-06    1.4969781441e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5189420850e-01   -7.2967397703e-02   -4.5519361734e-03    3.6068403210e-03
   1.9000000    2.2103644806e-01    1.1893193202e-06    1.4443789936e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5170997649e-01   -7.2967396725e-02   -4.4972048860e-03    3.5450923046e-03
   1.9500000    2.2109033767e-01    1.2076128930e-06    1.3956722308e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5153988041e-01   -7.2967395753e-02   -4.4378294379e-03    3.4897891611e-03
   2.0000000    2.2113811863e-01    1.2262758646e-06    1.3506139435e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5138644566e-01   -7.2967394780e-02   -4.3767130351e-03    3.4411963070e-03
   2.0500000    2.2117960212e-01    1.2453468698e-06    1.3089815980e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00   -9.5125018261e-01   -7.2967393798e-02   -4.3126744565e-03    3.3989414345e-03
