# time  Re(R=10)  Im(R=10)  Re(R=14)  Im(R=14)  Re(R=18)  Im(R=18)
2.2500000000000700e+01  8.7376432371363208e-03  4.8489597003302052e-14  -5.3434614428774264e-03  1.0307393261211154e-13  -8.6029783060082594e-03  -1.6846326341588173e-14
2.3000000000000799e+01  1.0845435325268490e-02  -1.1772116340882380e-13  -3.9262997433339832e-03  -2.9091573684157928e-15  -8.6331002229562415e-03  -6.8202037483394205e-14
2.3500000000000899e+01  1.2869499840569450e-02  -3.5531958357621132e-14  -2.3953531510917132e-03  -6.7559686421484101e-15  -8.5370169236727335e-03  -9.0859788822290777e-14
2.4000000000000998e+01  1.4784065863596353e-02  7.0041253008387111e-15  -7.5008996462677788e-04  -7.9452852674301233e-15  -8.3036631203052148e-03  -1.2214389979946883e-13
2.4500000000000998e+01  1.6562509316568205e-02  -3.2662308041850823e-14  9.6804497647597792e-04  8.4640955497681533e-14  -7.9214611741141010e-03  -5.2612288171887371e-14
2.5000000000001101e+01  1.8185829207492551e-02  -1.0146751154599595e-13  2.7438234291436627e-03  1.3314871707456098e-14  -7.3827721732442515e-03  -2.4347391168618414e-14
2.5500000000001201e+01  1.9616331478811137e-02  -1.8727676051469477e-14  4.5372474521228282e-03  3.1376466261669864e-14  -6.6971848714439510e-03  -1.1203818348687122e-14
2.6000000000001300e+01  2.0836542969944433e-02  1.5276425948026397e-14  6.3402574135120121e-03  4.1290649604879985e-14  -5.8562443647074466e-03  -1.2389717890858379e-14
2.6500000000001300e+01  2.1826971797952878e-02  -3.3498862000407506e-15  8.1340760261495691e-03  5.1426339554744733e-14  -4.8632605495600159e-03  4.2473544880006008e-14
2.7000000000001400e+01  2.2569208822528816e-02  -1.0297898810671866e-14  9.8848612256393093e-03  9.5288397540157897e-14  -3.7411346707332950e-03  4.6678418857815859e-14
2.7500000000001499e+01  2.3059548050466429e-02  -8.2995639907818412e-14  1.1564853323633115e-02  8.9585089866410066e-14  -2.5018583325593178e-03  4.9011133896443258e-14
2.8000000000001599e+01  2.3276521853335955e-02  6.5468985835069547e-14  1.3145164864548994e-02  4.1189190463210648e-14  -1.1484663699742549e-03  6.8281338706384512e-15
2.8500000000001702e+01  2.3237621982389801e-02  -1.6174219415905165e-13  1.4613720393427483e-02  1.0381238808515668e-13  2.8536024158419201e-04  -1.0785743203132605e-13
2.9000000000001702e+01  2.2910353654150013e-02  4.2234331314286826e-14  1.5951387417152494e-02  4.6202588424991311e-15  1.7879565199306175e-03  -1.4299228231481155e-13
2.9500000000001801e+01  2.2325159346890822e-02  -1.7022442424598023e-14  1.7154608969286871e-02  -3.8278278413105059e-14  3.3421626640208145e-03  -5.5957680253338007e-14
3.0000000000001901e+01  2.1473416405571384e-02  -5.0521170818792989e-14  1.8180217882726449e-02  -9.8177789818265984e-14  4.9261414428542908e-03  1.9594361314535490e-14
3.0500000000002000e+01  2.0377265523827199e-02  1.6976943454266217e-14  1.9018736415970322e-02  -9.2869667589521134e-14  6.5069188650458323e-03  9.2503270782692078e-14
3.1000000000002000e+01  1.9048802773915997e-02  -8.3918070500255819e-14  1.9675089358108515e-02  -7.7291390836359047e-14  8.0642227829390619e-03  2.3438847594000969e-13
3.1500000000002100e+01  1.7513099590956087e-02  -9.7909933462858484e-14  2.0122267549480620e-02  6.7067913438928798e-14  9.5855374140800531e-03  1.7674110475704032e-13
3.2000000000002203e+01  1.5785167275175430e-02  1.5578499291216643e-13  2.0358889915194706e-02  7.6024435799789270e-14  1.1051056790038396e-02  -8.8156431369769997e-14
3.2500000000002103e+01  1.3904441114006984e-02  -4.6086472384021364e-14  2.0377203612527789e-02  -2.0545947006010516e-14  1.2430939092085197e-02  -1.1277583795791583e-13
3.3000000000001997e+01  1.1886361255953838e-02  -4.8155698236768407e-14  2.0179375823233613e-02  -3.0091362776581555e-14  1.3704756747723175e-02  1.0249043197000857e-13
3.3500000000001897e+01  9.7671313402780784e-03  -8.5925097433284224e-14  1.9757206671277450e-02  -2.5473767640943302e-14  1.4865344687738005e-02  3.2273611245094681e-13
3.4000000000001798e+01  7.5833616318745495e-03  6.3220794195927960e-14  1.9125718158923121e-02  1.8154219883397070e-14  1.5899772257970443e-02  3.7410244713291686e-13
3.4500000000001698e+01  5.3543599113776829e-03  -1.0654301869494240e-14  1.8295270275659456e-02  7.2296833004907688e-14  1.6781883221957932e-02  3.1746897677009106e-13
3.5000000000001599e+01  3.1198043647072153e-03  7.4979844510968460e-14  1.7258766091751018e-02  1.8508224301746264e-13  1.7494650045545783e-02  3.9662811199519992e-13
