# time  R_areal_min  r_at_R_areal_min
2.2500000000000700e+01  5.9400660532943661e+00  2.5941264787014529e+00
2.3000000000000799e+01  5.6485300831481835e+00  2.4219758043537514e+00
2.3500000000000899e+01  5.3703319234927651e+00  2.2344842630627317e+00
2.4000000000000998e+01  5.1072016167121239e+00  2.0469942713341922e+00
2.4500000000000998e+01  4.8603490541524872e+00  1.8907541278217534e+00
2.5000000000001101e+01  4.6302898015675718e+00  1.7345157600537966e+00
2.5500000000001201e+01  4.4174111410560108e+00  1.5782796953883047e+00
2.6000000000001300e+01  4.2213977563424399e+00  1.4532930010410838e+00
2.6500000000001300e+01  4.0421455205283001e+00  1.3283088108098207e+00
2.7000000000001400e+01  3.8788114951441885e+00  1.2109879021768757e+00
2.7500000000001499e+01  3.7310798092164936e+00  1.1172421315313659e+00
2.8000000000001599e+01  3.5979173438583119e+00  1.0078730601959505e+00
2.8500000000001702e+01  3.4785458668484841e+00  9.2975314894263739e-01
2.9000000000001702e+01  3.3721957628865775e+00  8.5163417129583874e-01
2.9500000000001801e+01  3.2778023653446571e+00  7.7351641011600392e-01
3.0000000000001901e+01  3.1948554182330184e+00  6.9540027535855209e-01
3.0500000000002000e+01  3.1223584141234011e+00  6.4853161967536321e-01
3.1000000000002000e+01  3.0594446228180492e+00  5.8604165740905312e-01
3.1500000000002100e+01  3.0058419203550844e+00  5.3917571274933185e-01
3.2000000000002203e+01  2.9605697317228348e+00  5.0793267808711617e-01
3.2500000000002103e+01  2.9310107532894274e+00  5.0793267808711617e-01
3.3000000000001997e+01  2.9240722204662872e+00  5.0793267808711617e-01
3.3500000000001897e+01  2.9325017790369388e+00  5.0793267808711617e-01
3.4000000000001798e+01  2.9442514597286031e+00  5.0793267808711617e-01
3.4500000000001698e+01  2.9674238992481272e+00  5.0793267808711617e-01
3.5000000000001599e+01  2.9979134020132032e+00  5.0793267808711617e-01
3.5500000000001499e+01  3.0304456827667567e+00  5.0793267808711617e-01
3.6000000000001400e+01  3.0756069005410058e+00  5.0793267808711617e-01
3.6500000000001300e+01  3.1168568873456901e+00  5.0793267808711617e-01
3.7000000000001201e+01  3.1653053257450137e+00  5.0793267808711617e-01
3.7500000000001101e+01  3.2133808316160564e+00  5.0793267808711617e-01
3.8000000000001002e+01  3.2648638898636277e+00  5.0793267808711617e-01
3.8500000000000902e+01  3.3166920579955064e+00  5.0793267808711617e-01
3.9000000000000803e+01  3.3691800187689322e+00  5.0793267808711617e-01
3.9500000000000703e+01  3.4219347573535828e+00  5.0793267808711617e-01
4.0000000000000597e+01  3.4738924478974780e+00  5.0793267808711617e-01
4.0500000000000497e+01  3.5253110605956413e+00  5.0793267808711617e-01
4.1000000000000398e+01  3.5755896476981799e+00  5.0793267808711617e-01
4.1500000000000298e+01  3.6244741059779635e+00  5.0793267808711617e-01
4.2000000000000199e+01  3.6716766446943687e+00  5.0793267808711617e-01
4.2500000000000099e+01  3.7168891947462237e+00  5.0793267808711617e-01
4.3000000000000000e+01  3.7599238613728208e+00  5.0793267808711617e-01
4.3499999999999901e+01  3.8005461274139236e+00  5.0793267808711617e-01
4.3999999999999801e+01  3.8385493886692879e+00  5.0793267808711617e-01
4.4499999999999702e+01  3.8737478010278243e+00  5.0793267808711617e-01
4.4999999999999602e+01  3.9059709895812271e+00  5.0793267808711617e-01
4.5499999999999503e+01  3.9350660078142803e+00  5.0793267808711617e-01
4.5999999999999403e+01  3.9609001077087935e+00  5.0793267808711617e-01
4.6499999999999297e+01  3.9833598257260960e+00  5.0793267808711617e-01
4.6999999999999197e+01  4.0023522485941481e+00  5.0793267808711617e-01
4.7499999999999098e+01  4.0178074118405549e+00  5.0793267808711617e-01
4.7999999999998998e+01  4.0296777374235102e+00  5.0793267808711617e-01
